symbol,name,industry,series,isin,exchange,trading_symbol,scrip_code,search_aliases,enabled
APTECHT,Aptech Limited,NSE Equity,BE,INE266F01018,NSE,APTECHT,,APTECHT INE266F01018 532475 APTECHT Aptech Ltd,true
APTUS,Aptus Value Housing Finance India Limited,Financial Services,EQ,INE852O01025,NSE,APTUS,,APTUS INE852O01025 543335 APTUS Aptus Value Housing Finance India Ltd,true
AQYLON,Aqylon Nexus Limited,NSE Equity,EQ,INE416A01051,NSE,AQYLON,,AQYLON INE416A01051 530943 AQYLON Aqylon Nexus Ltd,true
ARCHIDPLY,Archidply Industries Limited,NSE Equity,EQ,INE877I01016,NSE,ARCHIDPLY,,ARCHIDPLY INE877I01016 532994 ARCHIDPLY Archidply Industries Ltd,true
ARCHIES,Archies Limited,NSE Equity,EQ,INE731A01020,NSE,ARCHIES,,ARCHIES INE731A01020 532212 ARCHIES Archies Ltd,true
ARE&M,Amara Raja Energy & Mobility Limited,Automobile and Auto Components,EQ,INE885A01032,NSE,ARE&M,,ARE&M INE885A01032 500008 ARE&M Amara Raja Energy & Mobility Ltd,true
ARENTERP,Rajdarshan Industries Limited,NSE Equity,EQ,INE610C01014,NSE,ARENTERP,,ARENTERP INE610C01014 526662 ARENTERP Rajdarshan Industries Ltd,true
ARFIN,Arfin India Limited,NSE Equity,EQ,INE784R01023,NSE,ARFIN,,ARFIN INE784R01023 539151 ARFIN Arfin India Ltd,true
ARIES,Aries Agro Limited,NSE Equity,EQ,INE298I01015,NSE,ARIES,,ARIES INE298I01015 532935 ARIES Aries Agro Ltd,true
ARIHANT,Arihant Foundations & Housing Limited,NSE Equity,EQ,INE413D01011,NSE,ARIHANT,,ARIHANT INE413D01011 531381 ARIHANT Arihant Foundations & Housing Ltd,true
ARIHANTCAP,Arihant Capital Markets Limited,NSE Equity,EQ,INE420B01036,NSE,ARIHANTCAP,,ARIHANTCAP INE420B01036 511605 ARIHANTCAP Arihant Capital Markets Ltd,true
ARIHANTSUP,Arihant Superstructures Limited,NSE Equity,EQ,INE643K01018,NSE,ARIHANTSUP,,ARIHANTSUP INE643K01018 506194 ARIHANTSUP Arihant Superstructures Ltd,true
ARIS,Arisinfra Solutions Limited,NSE Equity,EQ,INE0H9P01028,NSE,ARIS,,ARIS INE0H9P01028 544419 ARIS ArisInfra Solutions Ltd,true
ARKADE,Arkade Developers Limited,NSE Equity,EQ,INE0QRL01017,NSE,ARKADE,,ARKADE INE0QRL01017 544261 ARKADE Arkade Developers Ltd,true
ARMANFIN,Arman Financial Services Limited,NSE Equity,EQ,INE109C01017,NSE,ARMANFIN,,ARMANFIN INE109C01017 531179 ARMANFIN Arman Financial Services Ltd,true
AROGRANITE,Aro Granite Industries Limited,NSE Equity,EQ,INE210C01013,NSE,AROGRANITE,,AROGRANITE INE210C01013 513729 AROGRANITE Aro Granite Industries Ltd,true
ARROWGREEN,Arrow Greentech Limited,NSE Equity,BE,INE570D01018,NSE,ARROWGREEN,,ARROWGREEN INE570D01018 516064 ARROWGREEN Arrow Greentech Ltd,true
ARSHIYA,Arshiya Limited,NSE Equity,BZ,INE968D01022,NSE,ARSHIYA,,ARSHIYA INE968D01022 506074 ARSHIYA Arshiya Ltd,true
ARSSBL,Anand Rathi Share and Stock Brokers Limited,NSE Equity,EQ,INE549H01021,NSE,ARSSBL,,ARSSBL INE549H01021 544530 ARSSBL Anand Rathi Share And Stock Brokers Ltd,true
ARTEMISMED,Artemis Medicare Services Limited,NSE Equity,EQ,INE025R01021,NSE,ARTEMISMED,,ARTEMISMED INE025R01021 542919 ARTEMISMED Artemis Medicare Services Ltd,true
ARTNIRMAN,Art Nirman Limited,NSE Equity,EQ,INE738V01013,NSE,ARTNIRMAN,,ARTNIRMAN INE738V01013,true
ARVEE,Arvee Laboratories (India) Limited,NSE Equity,EQ,INE006Z01016,NSE,ARVEE,,ARVEE INE006Z01016,true
ARVIND,Arvind Limited,NSE Equity,EQ,INE034A01011,NSE,ARVIND,,ARVIND INE034A01011 500101 ARVIND Arvind Ltd,true
ARVINDFASN,Arvind Fashions Limited,NSE Equity,EQ,INE955V01021,NSE,ARVINDFASN,,ARVINDFASN INE955V01021 542484 ARVINDFASN Arvind Fashions Ltd,true
ARVSMART,Arvind SmartSpaces Limited,NSE Equity,EQ,INE034S01021,NSE,ARVSMART,,ARVSMART INE034S01021 539301 ARVSMART Arvind SmartSpaces Ltd,true
ASAHIINDIA,Asahi India Glass Limited,Automobile and Auto Components,EQ,INE439A01020,NSE,ASAHIINDIA,,ASAHIINDIA INE439A01020 515030 ASAHIINDIA Asahi India Glass Ltd,true
ASAHISONG,Asahi Songwon Colors Limited,NSE Equity,EQ,INE228I01012,NSE,ASAHISONG,,ASAHISONG INE228I01012 532853 ASAHISONG Asahi Songwon Colors Ltd,true
ASAL,Automotive Stampings and Assemblies Limited,NSE Equity,EQ,INE900C01027,NSE,ASAL,,ASAL INE900C01027 520119 ASAL Automotive Stampings and Assemblies Ltd,true
ASALCBR,Associated Alcohols & Breweries Ltd.,NSE Equity,EQ,INE073G01016,NSE,ASALCBR,,ASALCBR INE073G01016 507526 ASALCBR Associated Alcohols & Breweries Ltd,true
ASHAPURMIN,Ashapura Minechem Limited,NSE Equity,EQ,INE348A01023,NSE,ASHAPURMIN,,ASHAPURMIN INE348A01023 527001 ASHAPURMIN Ashapura Minechem Ltd,true
ASHIANA,Ashiana Housing Limited,NSE Equity,EQ,INE365D01021,NSE,ASHIANA,,ASHIANA INE365D01021 523716 ASHIANA Ashiana Housing Ltd,true
ASHIKA,Ashika Credit Capital Limited,NSE Equity,EQ,INE094B01013,NSE,ASHIKA,,ASHIKA INE094B01013 543766 ASHIKA Ashika Credit Capital Ltd,true
ASHIMASYN,Ashima Limited,NSE Equity,EQ,INE440A01010,NSE,ASHIMASYN,,ASHIMASYN INE440A01010 514286 ASHIMASYN Ashima Ltd,true
ASHOKA,Ashoka Buildcon Limited,NSE Equity,EQ,INE442H01029,NSE,ASHOKA,,ASHOKA INE442H01029 533271 ASHOKA Ashoka Buildcon Ltd,true
ASHOKAMET,Ashoka Metcast Limited,NSE Equity,EQ,INE760Y01011,NSE,ASHOKAMET,,ASHOKAMET INE760Y01011 540923 ASHOKAMET Ashoka Metcast Ltd,true
ASHOKLEY,Ashok Leyland Limited,Capital Goods,EQ,INE208A01029,NSE,ASHOKLEY,,ASHOKLEY INE208A01029 500477 ASHOKLEY Ashok Leyland Ltd,true
ASIANENE,Asian Energy Services Limited,NSE Equity,EQ,INE276G01015,NSE,ASIANENE,,ASIANENE INE276G01015 530355 ASIANENE Asian Energy Services Ltd,true
ASIANHOTNR,Asian Hotels (North) Limited,NSE Equity,EQ,INE363A01022,NSE,ASIANHOTNR,,ASIANHOTNR INE363A01022 500023 ASIANHOTNR Asian Hotels (North) Ltd,true
ASIANPAINT,Asian Paints Limited,Consumer Durables,EQ,INE021A01026,NSE,ASIANPAINT,,ASIANPAINT INE021A01026 500820 ASIANPAINT Asian Paints Ltd,true
ASIANTILES,Asian Granito India Limited,NSE Equity,EQ,INE022I01019,NSE,ASIANTILES,,ASIANTILES INE022I01019 532888 ASIANTILES Asian Granito India Ltd,true
ASKAUTOLTD,ASK Automotive Limited,NSE Equity,EQ,INE491J01022,NSE,ASKAUTOLTD,,ASKAUTOLTD INE491J01022 544022 ASKAUTOLTD ASK Automotive Ltd,true
ASMS,Avio Smart Market Stack Limited,NSE Equity,BE,INE855F01042,NSE,ASMS,,ASMS INE855F01042 532694 ASMS Avio Smart Market Stack Ltd,true
ASPINWALL,Aspinwall and Company Limited,NSE Equity,EQ,INE991I01015,NSE,ASPINWALL,,ASPINWALL INE991I01015,true
ASTAR,Asian Star Company Limited,NSE Equity,EQ,INE194D01017,NSE,ASTAR,,ASTAR INE194D01017 531847 ASTAR Asian Star Company Ltd,true
ASTEC,Astec LifeSciences Limited,NSE Equity,EQ,INE563J01010,NSE,ASTEC,,ASTEC INE563J01010 533138 ASTEC Astec Lifesciences Ltd,true
ASTERDM,Aster DM Healthcare Limited,Healthcare,EQ,INE914M01019,NSE,ASTERDM,,ASTERDM INE914M01019 540975 ASTERDM Aster DM Healthcare Ltd,true
ASTRAL,Astral Limited,Capital Goods,EQ,INE006I01046,NSE,ASTRAL,,ASTRAL INE006I01046 532830 ASTRAL Astral Ltd,true
ASTRAMICRO,Astra Microwave Products Limited,NSE Equity,EQ,INE386C01029,NSE,ASTRAMICRO,,ASTRAMICRO INE386C01029 532493 ASTRAMICRO Astra Microwave Products Ltd,true
ASTRAZEN,AstraZeneca Pharma India Limited,NSE Equity,EQ,INE203A01020,NSE,ASTRAZEN,,ASTRAZEN INE203A01020 506820 ASTRAZEN AstraZeneca Pharma India Ltd,true
ASTRON,Astron Paper & Board Mill Limited,NSE Equity,BE,INE646X01014,NSE,ASTRON,,ASTRON INE646X01014 540824 ASTRON Astron Paper & Board Mill Ltd,true
ATALREAL,Atal Realtech Limited,NSE Equity,EQ,INE0ALR01029,NSE,ATALREAL,,ATALREAL INE0ALR01029 543911 ATALREAL Atal Realtech Ltd,true
ATAM,Atam Valves Limited,NSE Equity,EQ,INE09KD01013,NSE,ATAM,,ATAM INE09KD01013 543236 ATAM Atam Valves Ltd,true
ATGL,Adani Total Gas Limited,Oil Gas & Consumable Fuels,EQ,INE399L01023,NSE,ATGL,,ATGL INE399L01023 542066 ATGL Adani Total Gas Ltd,true
ATHERENERG,Ather Energy Limited,Automobile and Auto Components,EQ,INE0LEZ01016,NSE,ATHERENERG,,ATHERENERG INE0LEZ01016 544397 ATHERENERG Ather Energy Ltd,true
ATL,Allcargo Terminals Limited,NSE Equity,EQ,INE0NN701020,NSE,ATL,,ATL INE0NN701020 543954 ATL Allcargo Terminals Ltd,true
ATLANTAA,ATLANTAA LIMITED,NSE Equity,EQ,INE285H01022,NSE,ATLANTAA,,ATLANTAA INE285H01022 532759 ATLANTAA Atlantaa Ltd,true
ATLANTAELE,Atlanta Electricals Limited,NSE Equity,EQ,INE0Z4F01028,NSE,ATLANTAELE,,ATLANTAELE INE0Z4F01028 544527 ATLANTAELE Atlanta Electricals Ltd,true
ATLASCYCLE,Atlas Cycles (Haryana) Limited,NSE Equity,EQ,INE446A01025,NSE,ATLASCYCLE,,ATLASCYCLE INE446A01025 505029 ATLASCYCLE Atlas Cycles (Haryana) Ltd,true
ATUL,Atul Limited,Chemicals,EQ,INE100A01010,NSE,ATUL,,ATUL INE100A01010 500027 ATUL Atul Ltd,true
ATULAUTO,Atul Auto Limited,NSE Equity,EQ,INE951D01028,NSE,ATULAUTO,,ATULAUTO INE951D01028 531795 ATULAUTO Atul Auto Ltd,true
AUBANK,AU Small Finance Bank Limited,Financial Services,EQ,INE949L01017,NSE,AUBANK,,AUBANK INE949L01017 540611 AUBANK AU Small Finance Bank Ltd,true
AURIONPRO,Aurionpro Solutions Limited,NSE Equity,EQ,INE132H01018,NSE,AURIONPRO,,AURIONPRO INE132H01018 532668 AURIONPRO Aurionpro Solutions Ltd,true
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,EQ,INE406A01037,NSE,AUROPHARMA,,AUROPHARMA INE406A01037 524804 AUROPHARMA Aurobindo Pharma Ltd,true
AURUM,Aurum PropTech Limited,NSE Equity,EQ,INE898S01029,NSE,AURUM,,AURUM INE898S01029 539289 AURUM Aurum PropTech Ltd,true
AURUS,AURUS GEM CORPORATION LIMITED,NSE Equity,EQ,INE142K01011,NSE,AURUS,,AURUS INE142K01011 534532 AURUS Aurus Gem Corporation Ltd,true
AUSOMENT,Ausom Enterprise Limited,NSE Equity,BE,INE218C01016,NSE,AUSOMENT,,AUSOMENT INE218C01016 509009 AUSOMENT AuSom Enterprise Ltd,true
AUTOAXLES,Automotive Axles Limited,NSE Equity,EQ,INE449A01011,NSE,AUTOAXLES,,AUTOAXLES INE449A01011 505010 AUTOAXLES Automotive Axles Ltd,true
AUTOIND,Autoline Industries Limited,NSE Equity,BE,INE718H01014,NSE,AUTOIND,,AUTOIND INE718H01014 532797 AUTOIND Autoline Industries Ltd,true
AVADHSUGAR,Avadh Sugar & Energy Limited,NSE Equity,BE,INE349W01017,NSE,AVADHSUGAR,,AVADHSUGAR INE349W01017 540649 AVADHSUGAR Avadh Sugar & Energy Ltd,true
AVALON,Avalon Technologies Limited,NSE Equity,EQ,INE0LCL01028,NSE,AVALON,,AVALON INE0LCL01028 543896 AVALON Avalon Technologies Ltd,true
AVANTEL,Avantel Limited,NSE Equity,EQ,INE005B01027,NSE,AVANTEL,,AVANTEL INE005B01027 532406 AVANTEL Avantel Ltd,true
AVANTIFEED,Avanti Feeds Limited,NSE Equity,EQ,INE871C01038,NSE,AVANTIFEED,,AVANTIFEED INE871C01038 512573 AVANTIFEED Avanti Feeds Ltd,true
AVG,AVG Logistics Limited,NSE Equity,BE,INE680Z01018,NSE,AVG,,AVG INE680Z01018 543910 AVG AVG Logistics Ltd,true
AVL,Aditya Vision Limited,NSE Equity,EQ,INE679V01027,NSE,AVL,,AVL INE679V01027 540205 AVL Aditya Vision Ltd,true
AVONMORE,Avonmore Capital & Management Services Limited,NSE Equity,EQ,INE323B01024,NSE,AVONMORE,,AVONMORE INE323B01024 511589 AVONMORE Avonmore Capital & Management Services Ltd,true
AVROIND,AVRO INDIA LIMITED,NSE Equity,EQ,INE652Z01025,NSE,AVROIND,,AVROIND INE652Z01025 543512 AVROIND Avro India Ltd,true
AVTNPL,AVT Natural Products Limited,NSE Equity,EQ,INE488D01021,NSE,AVTNPL,,AVTNPL INE488D01021 519105 AVTNPL AVT Natural Products Ltd,true
AWFIS,Awfis Space Solutions Limited,NSE Equity,EQ,INE108V01019,NSE,AWFIS,,AWFIS INE108V01019 544181 AWFIS Awfis Space Solutions Ltd,true
AWHCL,Antony Waste Handling Cell Limited,NSE Equity,EQ,INE01BK01022,NSE,AWHCL,,AWHCL INE01BK01022 543254 AWHCL Antony Waste Handling Cell Ltd,true
AWL,AWL Agri Business Limited,Fast Moving Consumer Goods,EQ,INE699H01024,NSE,AWL,,AWL INE699H01024 543458 AWL AWL Agri Business Ltd,true
AXISBANK,Axis Bank Limited,Financial Services,EQ,INE238A01034,NSE,AXISBANK,,AXISBANK INE238A01034 532215 AXISBANK AXIS Bank Ltd,true
AXISCADES,AXISCADES Technologies Limited,NSE Equity,EQ,INE555B01013,NSE,AXISCADES,,AXISCADES INE555B01013 532395 AXISCADES Axiscades Technologies Ltd,true
AXITA,Axita Cotton Limited,NSE Equity,EQ,INE02EZ01022,NSE,AXITA,,AXITA INE02EZ01022 542285 AXITA Axita Cotton Ltd,true
AYE,Aye Finance Limited,NSE Equity,EQ,INE501X01029,NSE,AYE,,AYE INE501X01029 544699 AYE Aye Finance Ltd,true
AYMSYNTEX,AYM Syntex Limited,NSE Equity,EQ,INE193B01039,NSE,AYMSYNTEX,,AYMSYNTEX INE193B01039 508933 AYMSYNTEX AYM Syntex Ltd,true
AZAD,Azad Engineering Limited,NSE Equity,EQ,INE02IJ01035,NSE,AZAD,,AZAD INE02IJ01035 544061 AZAD Azad Engineering Ltd,true
BAFNAPH,Bafna Pharmaceuticals Limited,NSE Equity,BE,INE878I01022,NSE,BAFNAPH,,BAFNAPH INE878I01022 532989 BAFNAPH Bafna Pharmaceuticals Ltd,true
BAGFILMS,B.A.G Films and Media Limited,NSE Equity,EQ,INE116D01028,NSE,BAGFILMS,,BAGFILMS INE116D01028 532507 BAGFILMS B.A.G. Films and Media Ltd,true
BAIDFIN,Baid Finserv Limited,NSE Equity,EQ,INE020D01022,NSE,BAIDFIN,,BAIDFIN INE020D01022 511724 BAIDFIN Baid Finserv Ltd,true
BAJAJ-AUTO,Bajaj Auto Limited,Automobile and Auto Components,EQ,INE917I01010,NSE,BAJAJ-AUTO,,BAJAJ-AUTO INE917I01010 532977 BAJAJ-AUTO Bajaj Auto Ltd,true
BAJAJCON,Bajaj Consumer Care Limited,NSE Equity,EQ,INE933K01021,NSE,BAJAJCON,,BAJAJCON INE933K01021 533229 BAJAJCON Bajaj Consumer Care Ltd,true
BAJAJELEC,Bajaj Electricals Limited,NSE Equity,EQ,INE193E01025,NSE,BAJAJELEC,,BAJAJELEC INE193E01025 500031 BAJAJELEC Bajaj Electricals Ltd,true
BAJAJFINSV,Bajaj Finserv Limited,Financial Services,EQ,INE918I01026,NSE,BAJAJFINSV,,BAJAJFINSV INE918I01026 532978 BAJAJFINSV Bajaj Finserv Ltd,true
BAJAJHCARE,Bajaj Healthcare Limited,NSE Equity,EQ,INE411U01027,NSE,BAJAJHCARE,,BAJAJHCARE INE411U01027 539872 BAJAJHCARE Bajaj Healthcare Ltd,true
BAJAJHFL,Bajaj Housing Finance Limited,Financial Services,EQ,INE377Y01014,NSE,BAJAJHFL,,BAJAJHFL INE377Y01014 544252 BAJAJHFL Bajaj Housing Finance Ltd,true
BAJAJHIND,Bajaj Hindusthan Sugar Limited,NSE Equity,EQ,INE306A01021,NSE,BAJAJHIND,,BAJAJHIND INE306A01021 500032 BAJAJHIND Bajaj Hindusthan Sugar Ltd,true
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,EQ,INE118A01012,NSE,BAJAJHLDNG,,BAJAJHLDNG INE118A01012 500490 BAJAJHLDNG Bajaj Holdings & Investment Ltd,true
BAJAJINDEF,Indef Manufacturing Limited,NSE Equity,EQ,INE0O9T01021,NSE,BAJAJINDEF,,BAJAJINDEF INE0O9T01021 544364 BAJAJINDEF Indef Manufacturing Ltd,true
BAJAJST,Bajaj Steel Industries Limited,NSE Equity,EQ,INE704G01024,NSE,BAJAJST,,BAJAJST INE704G01024 507944 BAJAJST Bajaj Steel Industries Ltd,true
BAJEL,Bajel Projects Limited,NSE Equity,EQ,INE0KQN01018,NSE,BAJEL,,BAJEL INE0KQN01018 544042 BAJEL Bajel Projects Ltd,true
BAJFINANCE,Bajaj Finance Limited,Financial Services,EQ,INE296A01032,NSE,BAJFINANCE,,BAJFINANCE INE296A01032 500034 BAJFINANCE Bajaj Finance Ltd,true
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,NSE Equity,EQ,INE0S2G01011,NSE,BALAJEE,,BALAJEE INE0S2G01011 544249 BALAJEE Shree Tirupati Balajee Agro Trading Company Ltd,true
BALAJITELE,Balaji Telefilms Limited,NSE Equity,EQ,INE794B01026,NSE,BALAJITELE,,BALAJITELE INE794B01026 532382 BALAJITELE Balaji Telefilms Ltd,true
BALAMINES,Balaji Amines Limited,NSE Equity,EQ,INE050E01027,NSE,BALAMINES,,BALAMINES INE050E01027 530999 BALAMINES Balaji Amines Ltd,true
BALAXI,BALAXI PHARMACEUTICALS LIMITED,NSE Equity,BE,INE618N01022,NSE,BALAXI,,BALAXI INE618N01022,true
BALKRISHNA,Balkrishna Paper Mills Limited,NSE Equity,EQ,INE875R01011,NSE,BALKRISHNA,,BALKRISHNA INE875R01011 539251 BALKRISHNA Balkrishna Paper Mills Ltd,true
BALKRISIND,Balkrishna Industries Limited,Automobile and Auto Components,EQ,INE787D01026,NSE,BALKRISIND,,BALKRISIND INE787D01026 502355 BALKRISIND Balkrishna Industries Ltd,true
BALMLAWRIE,Balmer Lawrie & Company Limited,NSE Equity,EQ,INE164A01016,NSE,BALMLAWRIE,,BALMLAWRIE INE164A01016 523319 BALMLAWRIE Balmer Lawrie & Company Ltd,true
BALPHARMA,Bal Pharma Limited,NSE Equity,EQ,INE083D01012,NSE,BALPHARMA,,BALPHARMA INE083D01012 524824 BALPHARMA Bal Pharma Ltd,true
BALRAMCHIN,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,EQ,INE119A01028,NSE,BALRAMCHIN,,BALRAMCHIN INE119A01028 500038 BALRAMCHIN Balrampur Chini Mills Ltd,true
BALUFORGE,Balu Forge Industries Limited,NSE Equity,EQ,INE011E01029,NSE,BALUFORGE,,BALUFORGE INE011E01029 531112 BALUFORGE Balu Forge Industries Ltd,true
BANARBEADS,Banaras Beads Limited,NSE Equity,EQ,INE655B01011,NSE,BANARBEADS,,BANARBEADS INE655B01011 526849 BANARBEADS Banaras Beads Ltd,true
BANARISUG,Bannari Amman Sugars Limited,NSE Equity,EQ,INE459A01010,NSE,BANARISUG,,BANARISUG INE459A01010 500041 BANARISUG Bannari Amman Sugars Ltd,true
BANCOINDIA,Banco Products (I) Limited,NSE Equity,EQ,INE213C01025,NSE,BANCOINDIA,,BANCOINDIA INE213C01025 500039 BANCOINDIA Banco Products (India) Ltd,true
BANDHANBNK,Bandhan Bank Limited,Financial Services,EQ,INE545U01014,NSE,BANDHANBNK,,BANDHANBNK INE545U01014 541153 BANDHANBNK Bandhan Bank Ltd,true
BANG,Bang Overseas Limited,NSE Equity,EQ,INE863I01016,NSE,BANG,,BANG INE863I01016 532946 BANG Bang Overseas Ltd,true
BANKA,Banka BioLoo Limited,NSE Equity,BE,INE862Y01015,NSE,BANKA,,BANKA INE862Y01015,true
BANKBARODA,Bank of Baroda,Financial Services,EQ,INE028A01039,NSE,BANKBARODA,,BANKBARODA INE028A01039 532134 BANKBARODA Bank of Baroda,true
BANKINDIA,Bank of India,Financial Services,EQ,INE084A01016,NSE,BANKINDIA,,BANKINDIA INE084A01016 532149 BANKINDIA Bank of India,true
BANSALWIRE,Bansal Wire Industries Limited,NSE Equity,EQ,INE0B9K01025,NSE,BANSALWIRE,,BANSALWIRE INE0B9K01025 544209 BANSALWIRE Bansal Wire Industries Ltd,true
BANSWRAS,Banswara Syntex Limited,NSE Equity,EQ,INE629D01020,NSE,BANSWRAS,,BANSWRAS INE629D01020 503722 BANSWRAS Banswara Syntex Ltd,true
BASF,BASF India Limited,NSE Equity,EQ,INE373A01013,NSE,BASF,,BASF INE373A01013 500042 BASF BASF India Ltd,true
BASML,Bannari Amman Spinning Mills Limited,NSE Equity,BE,INE186H01022,NSE,BASML,,BASML INE186H01022 532674 BASML Bannari Amman Spinning Mills Ltd,true
BATAINDIA,Bata India Limited,Consumer Durables,EQ,INE176A01028,NSE,BATAINDIA,,BATAINDIA INE176A01028 500043 BATAINDIA Bata India Ltd,true
BATLIBOI,Batliboi Limited,NSE Equity,EQ,INE177C01022,NSE,BATLIBOI,,BATLIBOI INE177C01022 522004 BATLIBOI Batliboi Ltd,true
BAYERCROP,Bayer Cropscience Limited,Chemicals,EQ,INE462A01022,NSE,BAYERCROP,,BAYERCROP INE462A01022 506285 BAYERCROP Bayer CropScience Ltd,true
BBL,Bharat Bijlee Limited,NSE Equity,EQ,INE464A01036,NSE,BBL,,BBL INE464A01036 503960 BBL Bharat Bijlee Ltd,true
BBOX,Black Box Limited,NSE Equity,EQ,INE676A01027,NSE,BBOX,,BBOX INE676A01027 500463 BBOX Black Box Ltd,true
BBTC,The Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,EQ,INE050A01025,NSE,BBTC,,BBTC INE050A01025 501425 BBTC The Bombay Burmah Trading Corporation Ltd,true
BBTCL,B&B Triplewall Containers Limited,NSE Equity,EQ,INE01EE01011,NSE,BBTCL,,BBTCL INE01EE01011 543668 BBTCL B&B Triplewall Containers Ltd,true
BCG,Brightcom Group Limited,NSE Equity,EQ,INE425B01027,NSE,BCG,,BCG INE425B01027 532368 BCG Brightcom Group Ltd,true
BCLIND,Bcl Industries Limited,NSE Equity,EQ,INE412G01024,NSE,BCLIND,,BCLIND INE412G01024 524332 BCLIND BCL Industries Ltd,true
BCONCEPTS,Brand Concepts Limited,NSE Equity,EQ,INE977Y01011,NSE,BCONCEPTS,,BCONCEPTS INE977Y01011 543442 BCONCEPTS Brand Concepts Ltd,true
BCPL,BCPL Railway Infrastructure Limited,NSE Equity,EQ,INE00SW01015,NSE,BCPL,,BCPL INE00SW01015 542057 BCPL BCPL Railway Infrastructure Ltd,true
BDL,Bharat Dynamics Limited,Capital Goods,EQ,INE171Z01026,NSE,BDL,,BDL INE171Z01026 541143 BDL Bharat Dynamics Ltd,true
BEARDSELL,Beardsell Limited,NSE Equity,EQ,INE520H01022,NSE,BEARDSELL,,BEARDSELL INE520H01022,true
BECTORFOOD,Mrs. Bectors Food Specialities Limited,NSE Equity,EQ,INE495P01020,NSE,BECTORFOOD,,BECTORFOOD INE495P01020 543253 BECTORFOOD Mrs. Bectors Food Specialities Ltd,true
BEDMUTHA,Bedmutha Industries Limited,NSE Equity,EQ,INE844K01012,NSE,BEDMUTHA,,BEDMUTHA INE844K01012 533270 BEDMUTHA Bedmutha Industries Ltd,true
BEEKAY,Beekay Steel Industries Limited,NSE Equity,EQ,INE213D01015,NSE,BEEKAY,,BEEKAY INE213D01015 539018 BEEKAY Beekay Steel Industries Ltd,true
BEL,Bharat Electronics Limited,Capital Goods,EQ,INE263A01024,NSE,BEL,,BEL INE263A01024 500049 BEL Bharat Electronics Ltd,true
BELLACASA,Bella Casa Fashion & Retail Limited,NSE Equity,EQ,INE344T01014,NSE,BELLACASA,,BELLACASA INE344T01014 539399 BELLACASA Bella Casa Fashion & Retail Ltd,true
BELRISE,Belrise Industries Limited,Automobile and Auto Components,EQ,INE894V01022,NSE,BELRISE,,BELRISE INE894V01022 544405 BELRISE Belrise Industries Ltd,true
BEML,BEML Limited,Capital Goods,EQ,INE258A01024,NSE,BEML,,BEML INE258A01024 500048 BEML BEML Ltd,true
BENGALASM,Bengal & Assam Company Limited,NSE Equity,EQ,INE083K01017,NSE,BENGALASM,,BENGALASM INE083K01017 533095 BENGALASM Bengal & Assam Company Ltd,true
BEPL,Bhansali Engineering Polymers Limited,NSE Equity,EQ,INE922A01025,NSE,BEPL,,BEPL INE922A01025 500052 BEPL Bhansali Engineering Polymers Ltd,true
BERGEPAINT,Berger Paints (I) Limited,Consumer Durables,EQ,INE463A01038,NSE,BERGEPAINT,,BERGEPAINT INE463A01038 509480 BERGEPAINT Berger Paints India Ltd,true
BESTAGRO,Best Agrolife Limited,NSE Equity,EQ,INE052T01021,NSE,BESTAGRO,,BESTAGRO INE052T01021 539660 BESTAGRO Best Agrolife Ltd,true
BETA,Beta Drugs Limited,NSE Equity,EQ,INE351Y01019,NSE,BETA,,BETA INE351Y01019,true
BFINVEST,BF Investment Limited,NSE Equity,EQ,INE878K01010,NSE,BFINVEST,,BFINVEST INE878K01010 533303 BFINVEST BF Investment Ltd,true
BFUTILITIE,BF Utilities Limited,NSE Equity,EQ,INE243D01012,NSE,BFUTILITIE,,BFUTILITIE INE243D01012 532430 BFUTILITIE BF Utilities Ltd,true
BGRENERGY,BGR Energy Systems Limited,NSE Equity,BE,INE661I01014,NSE,BGRENERGY,,BGRENERGY INE661I01014 532930 BGRENERGY BGR Energy Systems Ltd,true
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,NSE Equity,EQ,INE414D01027,NSE,BHAGCHEM,,BHAGCHEM INE414D01027 531719 BHAGCHEM Bhagiradha Chemicals & Industries Ltd,true
BHAGERIA,Bhageria Industries Limited,NSE Equity,BE,INE354C01027,NSE,BHAGERIA,,BHAGERIA INE354C01027 530803 BHAGERIA Bhageria Industries Ltd,true
BHAGYANGR,Bhagyanagar India Limited,NSE Equity,BE,INE458B01036,NSE,BHAGYANGR,,BHAGYANGR INE458B01036 512296 BHAGYANGR Bhagyanagar India Ltd,true
BHANDARI,Bhandari Hosiery Exports Limited,NSE Equity,BE,INE474E01029,NSE,BHANDARI,,BHANDARI INE474E01029 512608 BHANDARI Bhandari Hosiery Exports Ltd,true
BHARATCOAL,Bharat Coking Coal Limited,NSE Equity,EQ,INE05XR01022,NSE,BHARATCOAL,,BHARATCOAL INE05XR01022 544678 BHARATCOAL Bharat Coking Coal Ltd,true
BHARATFORG,Bharat Forge Limited,Automobile and Auto Components,EQ,INE465A01025,NSE,BHARATFORG,,BHARATFORG INE465A01025 500493 BHARATFORG Bharat Forge Ltd,true
