Trade Scope,Trade Quality,Source Lists,Symbol,Name,Status,Entry Signal Date,Entry Date,Entry Time,Entry Price,Quantity,Original Quantity,Invested Value,Last Close,Unrealized P&L,Unrealized P&L %,Exit Signal Date,Exit Date,Exit Time,Exit Price,Realized P&L,Realized P&L %,Holding Days,Execution Window,Position Rank,Current Rank,Initial Stop,Trailing Stop,Initial Risk,Current R,Partial Exit Count,Partial Realized P&L,Exit Type,Replacement Candidate,Entry Style,Setup Grade,Setup Score,Fundamental Score,Institutional Score,GTF Score,GTF Daily Demand,GTF Weekly Demand,GTF Opposing Supply,GTF 2R Room,Index Context,Derivatives Context,Options Context,Commodity Context,Concept Score,Strong Concepts,Weak Concepts,Data Gaps,Excluded Playbooks,Sector Breadth,Near 52W High,55D Breakout,Volume Ratio,ATR %,Risk To ST %,Retracement Buy,Pullback Depth %,Pullback Support,Pullback Risk %,Pullback Volume Ratio,Reclaim Volume Ratio,Candle Pattern,Previous Low,2 Candle Low,4 Candle Low,Entry Reason,Exit Reason
All NSE Market,Best only (A+/A),All NSE Market,AMNPLST,Amines & Plasticizers Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,209,478,478,99902,207.64,-650.08,-0.65,2026-07-10,,,,,,,09:15-09:20 IST,,144.95,192.28,192.28,,,0,0,SCOPE_REBALANCE,,,A,10,2,,,,,,,,,,,,,,,,24.1% (417/1730),No,No,1.54,4.85,14.1,No,,,,,,previous-high confirmation,187.94,185.1,185,"Weekly RSI 55.17 is above 50. Daily RSI 63.52 is above 50. Weekly RS 11.9% is above 0. Daily long RS55 24.2% is above 0. Daily short RS21 2.5% is above 0. Daily close 204.61 is above Supertrend(10, 3) 175.75. Volume shocker: latest volume is 1.54x the 50-day average. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Price confirmation: previous-high confirmation is present. Volatility is controlled: ATR(14) is 4.85% of price. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),"All NSE Market, Default Nifty 500",LENSKART,Lenskart Solutions Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,556,179,179,99524,543.65,-2210.65,-2.22,2026-07-10,,,,,,,09:15-09:20 IST,,74.1,511.52,525.75,,,0,0,SCOPE_REBALANCE,,,A,9,3,,,,,,,,,,,,,,,,41.38% (12/29),Yes,No,2.17,2.98,9.15,No,,,,,,previous-high confirmation,529.3,529.3,525.75,"Weekly RSI 58.66 is above 50. Daily RSI 71.63 is above 50. Weekly RS 17.2% is above 0. Daily long RS55 0.3% is above 0. Daily short RS21 5.2% is above 0. Daily close 545.95 is above Supertrend(10, 3) 495.99. Price action strength: close is within 15% of 52-week high 557.65. Volume shocker: latest volume is 2.17x the 50-day average. RS trend strength: daily RS55 is rising. Price confirmation: previous-high confirmation is present. Volatility is controlled: ATR(14) is 2.98% of price. Liquidity strength: 20-day average turnover is Rs 3448981486.62. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,UTLSOLAR,Fujiyama Power Systems Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,374,267,267,99858,382.7,2322.9,2.33,2026-07-10,,,,,,,09:15-09:20 IST,,189.57,344.08,344.08,,,0,0,SCOPE_REBALANCE,,,A,8,4,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,0.25,4.58,15.86,No,,,,,,previous-high confirmation,321.2,321.2,321.2,"Weekly RSI 71.62 is above 50. Daily RSI 69.85 is above 50. Weekly RS 67.6% is above 0. Daily long RS55 26.1% is above 0. Daily short RS21 9.6% is above 0. Daily close 364.50 is above Supertrend(10, 3) 306.69. Price action strength: close is within 15% of 52-week high 365.00. Price confirmation: previous-high confirmation is present. Volatility is controlled: ATR(14) is 4.58% of price. Liquidity strength: 20-day average turnover is Rs 104194634.88. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,ARTEMISMED,Artemis Medicare Services Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,269.5,371,371,99984.5,277,2782.5,2.78,2026-07-10,,,,,,,09:15-09:20 IST,,165.15,247.94,259.5,,,0,0,SCOPE_REBALANCE,,,A,11,0,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,0.99,3.44,5.5,No,,,,,,No bullish confirmation pattern,262,262,259,"Weekly RSI 53.59 is above 50. Daily RSI 52.80 is above 50. Weekly RS 20.2% is above 0. Daily long RS55 15.6% is above 0. Daily short RS21 0.6% is above 0. Daily close 268.00 is above Supertrend(10, 3) 253.27. Price action strength: close is within 15% of 52-week high 297.50. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 5.50% above daily Supertrend. Volatility is controlled: ATR(14) is 3.44% of price. Liquidity strength: 20-day average turnover is Rs 45295088.42. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,DHANBANK,Dhanlaxmi Bank Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,34.05,2936,2936,99970.8,34.75,2055.2,2.06,2026-07-10,,,,,,,09:15-09:20 IST,,176.39,31.33,33.12,,,0,0,SCOPE_REBALANCE,,,A,10,1,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,0.82,4.96,9.93,No,,,,,,No bullish confirmation pattern,33.12,33.12,33.12,"Weekly RSI 65.65 is above 50. Daily RSI 53.34 is above 50. Weekly RS 42.5% is above 0. Daily long RS55 24.4% is above 0. Daily short RS21 1.8% is above 0. Daily close 33.89 is above Supertrend(10, 3) 30.52. Price action strength: close is within 15% of 52-week high 36.85. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Volatility is controlled: ATR(14) is 4.96% of price. Liquidity strength: 20-day average turnover is Rs 84512764.56. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),"All NSE Market, Default Nifty 500",SHRIRAMFIN,Shriram Finance Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,1047.3,95,95,99493.5,1044.1,-304,-0.31,2026-07-10,,,,,,,09:15-09:20 IST,,77.22,963.52,1005,,,0,0,SCOPE_REBALANCE,,,A,9,2,,,,,,,,,,,,,,,,36.63% (37/101),Yes,No,0.71,2.64,2.96,No,,,,,,No bullish confirmation pattern,1005,1005,1005,"Weekly RSI 61.78 is above 50. Daily RSI 56.11 is above 50. Weekly RS 6.7% is above 0. Daily long RS55 1.0% is above 0. Daily short RS21 10.8% is above 0. Daily close 1031.70 is above Supertrend(10, 3) 1001.21. Price action strength: close is within 15% of 52-week high 1108.00. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 2.96% above daily Supertrend. Volatility is controlled: ATR(14) is 2.64% of price. Liquidity strength: 20-day average turnover is Rs 5845868404.69. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,SIYSIL,Siyaram Silk Mills Limited,PENDING_EXIT,2026-07-09,2026-07-10,09:15 IST,644.75,155,155,99936.25,645,38.75,0.04,2026-07-10,,,,,,,09:15-09:20 IST,,136.94,593.17,605,,,0,0,SCOPE_REBALANCE,,,A,7,4,,,,,,,,,,,,,,,,24.1% (417/1730),No,No,0.62,3.57,8.39,No,,,,,,previous-high confirmation,605,605,605,"Weekly RSI 58.31 is above 50. Daily RSI 54.88 is above 50. Weekly RS 14.6% is above 0. Daily long RS55 6.6% is above 0. Daily short RS21 0.9% is above 0. Daily close 635.00 is above Supertrend(10, 3) 581.70. Price confirmation: previous-high confirmation is present. Volatility is controlled: ATR(14) is 3.57% of price. Liquidity strength: 20-day average turnover is Rs 43478213.02. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-09; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Legacy trade,"All NSE Market, Default Nifty 500",ADANIENSOL,Adani Energy Solutions Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,1664.2,60,60,99852,1654,-612,-0.61,2026-07-10,,,,,,,09:15-09:20 IST,,181.88,1531.06,1571,,,0,0,SCOPE_REBALANCE,,,A,8,3,,,,,,,,,,,,,,,,5.88% (1/17),Yes,No,1.37,3.36,9.15,No,,,,,,No bullish confirmation pattern,1616,1571,1495.9,"Weekly RSI 70.81 is above 50. Daily RSI 72.06 is above 50. Weekly RS 55.0% is above 0. Daily long RS55 21.4% is above 0. Daily short RS21 2.4% is above 0. Daily close 1655.50 is above Supertrend(10, 3) 1504.00. Price action strength: close is within 15% of 52-week high 1663.90. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Volatility is controlled: ATR(14) is 3.36% of price. Liquidity strength: 20-day average turnover is Rs 3837273781.32. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Legacy trade,"All NSE Market, Default Nifty 500",ICICIBANK,ICICI Bank Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,1382.6,72,72,99547.2,1401.2,1339.2,1.35,2026-07-10,,,,,,,09:15-09:20 IST,,62.91,1271.99,1375.9,,,0,0,SCOPE_REBALANCE,,,B,8,1,,,,,,,,,,,,,,,,39.6% (40/101),Yes,No,0.67,1.82,2.13,No,,,,,,No bullish confirmation pattern,1410,1410,1376.8,"Weekly RSI 61.45 is above 50. Daily RSI 57.56 is above 50. Weekly RS 0.9% is above 0. Daily long RS55 1.3% is above 0. Daily short RS21 5.7% is above 0. Daily close 1380.60 is above Supertrend(10, 3) 1351.21. Price action strength: close is within 15% of 52-week high 1500.00. RS trend strength: weekly RS and daily RS55 are rising. Risk reference: close is 2.13% above daily Supertrend. Volatility is controlled: ATR(14) is 1.82% of price. Liquidity strength: 20-day average turnover is Rs 18771368339.26. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,SGMART,SG Mart Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,678,147,147,99666,658.45,-2873.85,-2.88,2026-07-10,,,,,,,09:15-09:20 IST,,176.45,623.76,623.76,,,0,0,SCOPE_REBALANCE,,,A+,15,4,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,Yes,31.94,3.79,16.1,No,,,,,,previous-high confirmation + bullish engulfing,585.95,585.95,585.95,"Weekly RSI 70.13 is above 50. Daily RSI 75.44 is above 50. Weekly RS 64.7% is above 0. Daily long RS55 23.4% is above 0. Daily short RS21 5.5% is above 0. Daily close 669.00 is above Supertrend(10, 3) 561.27. Price action strength: close crossed 55-day high 638.10. 52-week breakout: close crossed prior 52-week high 638.10. Volume shocker: latest volume is 31.94x the 50-day average. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Price confirmation: previous-high confirmation + bullish engulfing is present. Volatility is controlled: ATR(14) is 3.79% of price. Liquidity strength: 20-day average turnover is Rs 339897086.16. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),"All NSE Market, Default Nifty 500",LAURUSLABS,Laurus Labs Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,1461.8,68,68,99402.4,1537.8,5168,5.2,2026-07-10,,,,,,,09:15-09:20 IST,,187.79,1344.86,1448.2,,,0,0,SCOPE_REBALANCE,,,A+,11,4,,,,,,,,,,,,,,,,55.1% (27/49),Yes,No,0.82,2.83,3.62,No,,,,,,No bullish confirmation pattern,1469.4,1469.4,1469.4,"Weekly RSI 79.42 is above 50. Daily RSI 55.51 is above 50. Weekly RS 63.2% is above 0. Daily long RS55 34.5% is above 0. Daily short RS21 0.7% is above 0. Daily close 1469.20 is above Supertrend(10, 3) 1415.96. Price action strength: close is within 15% of 52-week high 1555.00. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 3.62% above daily Supertrend. Volatility is controlled: ATR(14) is 2.83% of price. Liquidity strength: 20-day average turnover is Rs 3801318997.06. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Sector breadth strong: Healthcare has 27/49 stocks (55.10%) passing daily strength. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,MANGLMCEM,Mangalam Cement Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,922.5,108,108,99630,964.55,4541.4,4.56,2026-07-10,,,,,,,09:15-09:20 IST,,152.16,848.7,918,,,0,0,SCOPE_REBALANCE,,,A+,10,5,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,1.05,3.08,7.12,No,,,,,,No bullish confirmation pattern,923,923,895.85,"Weekly RSI 61.20 is above 50. Daily RSI 60.54 is above 50. Weekly RS 18.9% is above 0. Daily long RS55 0.5% is above 0. Daily short RS21 6.8% is above 0. Daily close 923.45 is above Supertrend(10, 3) 857.74. Price action strength: close is within 15% of 52-week high 967.95. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Volatility is controlled: ATR(14) is 3.08% of price. Liquidity strength: 20-day average turnover is Rs 59172778.82. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,AGARWALEYE,Dr. Agarwal's Health Care Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,480.45,208,208,99933.6,481.55,228.8,0.23,2026-07-10,,,,,,,09:15-09:20 IST,,129.89,442.01,472.96,,,0,0,SCOPE_REBALANCE,,,A,10,4,,,,,,,,,,,,,,,,24.1% (417/1730),No,No,1.75,2.74,6.47,No,,,,,,No bullish confirmation pattern,469,469,467.9,"Weekly RSI 54.86 is above 50. Daily RSI 56.47 is above 50. Weekly RS 6.7% is above 0. Daily long RS55 5.1% is above 0. Daily short RS21 4.0% is above 0. Daily close 477.85 is above Supertrend(10, 3) 446.94. Volume shocker: latest volume is 1.75x the 50-day average. RS trend strength: weekly RS and daily RS55 are rising. Risk reference: close is 6.47% above daily Supertrend. Volatility is controlled: ATR(14) is 2.74% of price. Liquidity strength: 20-day average turnover is Rs 34745292.46. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),"All NSE Market, My Custom List",MMP,MMP Industries Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,286.6,348,348,99736.8,287.7,382.8,0.38,2026-07-10,,,,,,,09:15-09:20 IST,,137.26,263.67,278.41,,,0,0,SCOPE_REBALANCE,,,A,13,1,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,3.13,4.94,12.02,No,,,,,,previous-high confirmation + bullish engulfing,263,263,263,"Weekly RSI 55.93 is above 50. Daily RSI 54.83 is above 50. Weekly RS 8.2% is above 0. Daily long RS55 13.7% is above 0. Daily short RS21 2.2% is above 0. Daily close 280.95 is above Supertrend(10, 3) 247.17. Price action strength: close is within 15% of 52-week high 319.98. Volume shocker: latest volume is 3.13x the 50-day average. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Price confirmation: previous-high confirmation + bullish engulfing is present. Volatility is controlled: ATR(14) is 4.94% of price. Liquidity strength: 20-day average turnover is Rs 11660678.43. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,VENUSREM,Venus Remedies Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,1717.7,58,58,99626.6,1719.5,104.4,0.1,2026-07-10,,,,,,,09:15-09:20 IST,,112.45,1580.28,1655.39,,,0,0,SCOPE_REBALANCE,,,A,9,5,,,,,,,,,,,,,,,,24.1% (417/1730),No,No,0.4,6.09,2.49,No,,,,,,No bullish confirmation pattern,1602,1602,1602,"Weekly RSI 70.10 is above 50. Daily RSI 52.42 is above 50. Weekly RS 135.6% is above 0. Daily long RS55 66.8% is above 0. Daily short RS21 2.9% is above 0. Daily close 1697.70 is above Supertrend(10, 3) 1655.39. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 2.49% above daily Supertrend. Volatility is controlled: ATR(14) is 6.09% of price. Liquidity strength: 20-day average turnover is Rs 145006941.70. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),"All NSE Market, Default Nifty 500",ACMESOLAR,Acme Solar Holdings Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,366.95,272,272,99810.4,377,2733.6,2.74,2026-07-10,,,,,,,09:15-09:20 IST,,156.08,337.59,361.5,,,0,0,SCOPE_REBALANCE,,,A,9,4,,,,,,,,,,,,,,,,11.76% (2/17),Yes,No,0.49,4.09,5.97,No,,,,,,No bullish confirmation pattern,364.7,364.7,364.7,"Weekly RSI 72.06 is above 50. Daily RSI 56.74 is above 50. Weekly RS 73.9% is above 0. Daily long RS55 20.8% is above 0. Daily short RS21 2.3% is above 0. Daily close 365.25 is above Supertrend(10, 3) 343.45. Price action strength: close is within 15% of 52-week high 398.15. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 5.97% above daily Supertrend. Volatility is controlled: ATR(14) is 4.09% of price. Liquidity strength: 20-day average turnover is Rs 666432165.71. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,HEALTHX,Health X Platform Limited,PENDING_EXIT,2026-07-08,2026-07-10,09:15 IST,329.65,303,303,99883.95,323.3,-1924.05,-1.93,2026-07-10,,,,,,,09:15-09:20 IST,,121.95,303.28,311,,,0,0,SCOPE_REBALANCE,,,A,10,3,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,0.52,3.79,6.24,No,,,,,,No bullish confirmation pattern,312,311,311,"Weekly RSI 55.66 is above 50. Daily RSI 53.44 is above 50. Weekly RS 5.3% is above 0. Daily long RS55 16.8% is above 0. Daily short RS21 4.8% is above 0. Daily close 314.65 is above Supertrend(10, 3) 295.01. Price action strength: close is within 15% of 52-week high 363.00. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 6.24% above daily Supertrend. Volatility is controlled: ATR(14) is 3.79% of price. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),All NSE Market,MBAPL,Madhya Bharat Agro Products Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,118,847,847,99946,131.25,11222.75,11.23,2026-07-10,,,,,,,09:15-09:20 IST,,171.88,108.56,110.9,,,0,0,SCOPE_REBALANCE,,,A,10,3,,,,,,,,,,,,,,,,24.1% (417/1730),Yes,No,1.61,4.78,9.06,No,,,,,,No bullish confirmation pattern,109.75,109.75,109.75,"Weekly RSI 75.41 is above 50. Daily RSI 55.90 is above 50. Weekly RS 42.3% is above 0. Daily long RS55 16.7% is above 0. Daily short RS21 4.1% is above 0. Daily close 118.05 is above Supertrend(10, 3) 107.36. Price action strength: close is within 15% of 52-week high 126.95. Volume shocker: latest volume is 1.61x the 50-day average. RS trend strength: weekly RS and daily RS55 are rising. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Volatility is controlled: ATR(14) is 4.78% of price. Liquidity strength: 20-day average turnover is Rs 131622405.39. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
All NSE Market,Best only (A+/A),"All NSE Market, Default Nifty 500",ACUTAAS,Acutaas Chemicals Limited,PENDING_EXIT,2026-07-08,2026-07-09,09:15 IST,3448.3,28,28,96552.4,3400.8,-1330,-1.38,2026-07-10,,,,,,,09:15-09:20 IST,,197.76,3172.44,3348,,,0,0,SCOPE_REBALANCE,,,A,9,3,,,,,,,,,,,,,,,,55.1% (27/49),Yes,No,1.03,4.15,4.1,No,,,,,,No bullish confirmation pattern,3348,3348,3348,"Weekly RSI 79.08 is above 50. Daily RSI 58.02 is above 50. Weekly RS 87.0% is above 0. Daily long RS55 43.1% is above 0. Daily short RS21 5.5% is above 0. Daily close 3454.50 is above Supertrend(10, 3) 3312.73. Price action strength: close is within 15% of 52-week high 3740.00. Trend strength: close is above 50-DMA and 200-DMA, with fast DMA above slow DMA. Risk reference: close is 4.10% above daily Supertrend. Volatility is controlled: ATR(14) is 4.15% of price. Liquidity strength: 20-day average turnover is Rs 1464272618.01. Market regime supports longs: NIFTY 500 bullish/healthy. Execution plan: buy on the next trading session using the 09:15 five-minute candle open. Sector breadth strong: Healthcare has 27/49 stocks (55.10%) passing daily strength. Trade sheet filter: All NSE Market, Best only (A+/A). Closing signal dated 2026-07-08; buy fill must come from the next session 09:15-09:20 IST window.","Trade universe changed to My List; this position is outside the active portfolio. Closing exit signal dated 2026-07-10; sell fill must come from the next actual market session 09:15-09:20 IST window, after skipping weekends and exchange holidays."
